地点,当地时间,温度,气压,湿度,风向,风速
深圳市,2024-09-15 14:00:00,32.5,750.7,58,从西北偏西方向吹来的风,2
深圳市,2024-09-15 11:00:00,31.0,752.8,71,从西北偏北方向吹来的风,1
深圳市,2024-09-15 08:00:00,27.3,752.8,82,从东北方吹来的风,1
深圳市,2024-09-15 05:00:00,25.3,751.9,90,从西北偏北方向吹来的风,1
深圳市,2024-09-15 02:00:00,26.2,751.8,90,从东北偏北方向吹来的风,1
深圳市,2024-09-14 23:00:00,27.1,752.8,88,从北方吹来的风,1
深圳市,2024-09-14 20:00:00,27.4,752.5,84,从西北方吹来的风,1
深圳市,2024-09-14 17:00:00,27.8,751.1,83,从西方吹来的风,1
深圳市,2024-09-14 14:00:00,27.2,751.9,90,从西北方吹来的风,2
深圳市,2024-09-14 11:00:00,30.8,753.1,72,从南方吹来的风,1
深圳市,2024-09-14 08:00:00,28.4,753.0,86,从北方吹来的风,1
深圳市,2024-09-14 05:00:00,26.6,752.1,91,从西北偏西方向吹来的风,1
深圳市,2024-09-14 02:00:00,26.2,752.5,96,从北方吹来的风,1
深圳市,2024-09-13 23:00:00,26.4,753.5,94,从东方吹来的风,0
深圳市,2024-09-13 20:00:00,25.7,753.7,95,从东北偏北方向吹来的风,1
深圳市,2024-09-13 17:00:00,28.7,752.3,87,从东方吹来的风,2
深圳市,2024-09-13 14:00:00,31.9,753.1,70,从西南偏南方向吹来的风,1
深圳市,2024-09-13 11:00:00,30.5,754.9,74,从北方吹来的风,1
深圳市,2024-09-13 08:00:00,28.2,755.2,84,从东北偏北方向吹来的风,1
深圳市,2024-09-13 05:00:00,26.8,754.4,86,从东北偏北方向吹来的风,1
深圳市,2024-09-13 02:00:00,27.1,754.5,86,从东北偏北方向吹来的风,1
深圳市,2024-09-12 23:00:00,28.0,755.2,84,从东北偏北方向吹来的风,1
深圳市,2024-09-12 20:00:00,27.2,754.9,86,从西北偏北方向吹来的风,1
深圳市,2024-09-12 17:00:00,27.7,754.6,87,从西北偏北方向吹来的风,1
深圳市,2024-09-12 14:00:00,31.5,755.0,78,从西南方吹来的风,2
深圳市,2024-09-12 11:00:00,31.5,756.5,76,从西南偏南方向吹来的风,2
深圳市,2024-09-12 08:00:00,28.6,756.4,84,从南方吹来的风,1
深圳市,2024-09-12 05:00:00,27.0,755.5,92,从西南方吹来的风,1
深圳市,2024-09-12 02:00:00,27.5,755.3,88,从西南偏南方向吹来的风,0
深圳市,2024-09-11 23:00:00,28.0,756.3,85,从西南方吹来的风,1
深圳市,2024-09-11 20:00:00,28.9,756.1,81,从东南偏南方向吹来的风,1
深圳市,2024-09-11 17:00:00,31.6,754.5,70,从西南偏西方向吹来的风,1
深圳市,2024-09-11 14:00:00,32.4,755.7,66,从西南偏南方向吹来的风,3
深圳市,2024-09-11 11:00:00,31.3,757.3,68,从西南方吹来的风,1
深圳市,2024-09-11 08:00:00,29.2,757.4,79,从东北偏东方向吹来的风,1
深圳市,2024-09-11 05:00:00,26.8,756.1,88,从北方吹来的风,0
深圳市,2024-09-11 02:00:00,27.4,755.8,84,从东北偏北方向吹来的风,1
深圳市,2024-09-10 23:00:00,28.5,756.6,78,从东方吹来的风,1
深圳市,2024-09-10 20:00:00,29.5,755.5,69,从东南偏东方向吹来的风,1
深圳市,2024-09-10 17:00:00,31.2,754.2,73,从西南方吹来的风,1
深圳市,2024-09-10 14:00:00,32.3,755.0,65,从西南偏南方向吹来的风,1
深圳市,2024-09-10 11:00:00,31.2,756.5,71,从东北偏北方向吹来的风,2
深圳市,2024-09-10 08:00:00,28.1,756.1,83,从东北偏北方向吹来的风,1
深圳市,2024-09-10 05:00:00,26.0,755.2,90,从北方吹来的风,1
深圳市,2024-09-10 02:00:00,26.8,755.5,84,从东北偏北方向吹来的风,1
深圳市,2024-09-09 23:00:00,27.4,756.8,82,从东方吹来的风,1
深圳市,2024-09-09 20:00:00,27.3,755.8,85,从北方吹来的风,1
深圳市,2024-09-09 17:00:00,29.2,754.6,75,从西北偏西方向吹来的风,1
深圳市,2024-09-09 14:00:00,31.3,755.5,69,从南方吹来的风,2
深圳市,2024-09-09 11:00:00,30.4,756.4,75,从东南方吹来的风,2
深圳市,2024-09-09 08:00:00,26.7,756.3,87,从北方吹来的风,1
深圳市,2024-09-09 05:00:00,26.1,755.1,88,从东北偏北方向吹来的风,1
深圳市,2024-09-09 02:00:00,26.7,755.9,87,从东南方吹来的风,1
深圳市,2024-09-08 23:00:00,27.3,756.7,86,从东南偏东方向吹来的风,1
深圳市,2024-09-08 20:00:00,27.5,756.4,86,从北方吹来的风,1
深圳市,2024-09-08 17:00:00,29.1,755.4,79,从东方吹来的风,1
深圳市,2024-09-08 14:00:00,28.9,756.2,84,从东方吹来的风,2
深圳市,2024-09-08 11:00:00,28.7,757.6,84,从东北偏东方向吹来的风,1
深圳市,2024-09-08 08:00:00,26.5,757.2,96,从东北偏北方向吹来的风,1
深圳市,2024-09-08 05:00:00,26.1,756.1,96,从北方吹来的风,1
深圳市,2024-09-08 02:00:00,26.1,756.9,95,从东北偏北方向吹来的风,1
深圳市,2024-09-07 23:00:00,26.9,757.6,90,从东南偏东方向吹来的风,2
深圳市,2024-09-07 20:00:00,28.5,756.7,84,从东方吹来的风,2
深圳市,2024-09-07 17:00:00,29.5,755.2,81,从东南方吹来的风,2
深圳市,2024-09-07 14:00:00,30.6,755.3,78,从东北偏东方向吹来的风,2
深圳市,2024-09-07 11:00:00,28.3,756.1,89,从东北方吹来的风,1
深圳市,2024-09-07 08:00:00,27.2,755.2,87,从东方吹来的风,2
深圳市,2024-09-07 05:00:00,27.0,754.0,92,从东方吹来的风,1
深圳市,2024-09-07 02:00:00,26.4,754.0,95,从东北偏东方向吹来的风,2
深圳市,2024-09-06 23:00:00,26.7,754.1,89,从东方吹来的风,2
深圳市,2024-09-06 20:00:00,26.0,752.9,91,从东北偏东方向吹来的风,2
深圳市,2024-09-06 17:00:00,26.1,751.0,93,从东方吹来的风,2
深圳市,2024-09-06 14:00:00,26.8,751.5,89,从东方吹来的风,2
深圳市,2024-09-06 11:00:00,26.1,752.1,93,从东方吹来的风,2
深圳市,2024-09-06 08:00:00,25.5,750.9,95,从东北方吹来的风,2
深圳市,2024-09-06 05:00:00,25.5,749.8,94,从东北偏北方向吹来的风,2
深圳市,2024-09-06 02:00:00,25.8,749.8,94,从北方吹来的风,2
深圳市,2024-09-05 23:00:00,28.4,750.4,79,从东北偏北方向吹来的风,4
深圳市,2024-09-05 20:00:00,26.9,749.9,90,从北方吹来的风,3
深圳市,2024-09-05 17:00:00,32.3,748.7,64,从东北偏东方向吹来的风,2
深圳市,2024-09-05 14:00:00,32.0,749.1,64,从东北偏北方向吹来的风,4
深圳市,2024-09-05 11:00:00,31.6,750.7,64,从东北偏北方向吹来的风,4
深圳市,2024-09-05 08:00:00,29.2,750.4,75,从北方吹来的风,3
深圳市,2024-09-05 05:00:00,28.5,749.8,78,从北方吹来的风,3
深圳市,2024-09-05 02:00:00,27.6,750.5,87,从北方吹来的风,1
深圳市,2024-09-04 23:00:00,28.5,751.3,83,从东方吹来的风,1
深圳市,2024-09-04 20:00:00,29.0,750.9,79,从东方吹来的风,2
深圳市,2024-09-04 17:00:00,32.7,749.8,60,从东北偏北方向吹来的风,2
深圳市,2024-09-04 14:00:00,32.6,751.1,63,从北方吹来的风,2
深圳市,2024-09-04 11:00:00,30.9,752.8,72,从东北偏北方向吹来的风,2
深圳市,2024-09-04 08:00:00,27.0,753.2,84,从北方吹来的风,1
深圳市,2024-09-04 05:00:00,26.8,752.7,86,从东北偏东方向吹来的风,1
深圳市,2024-09-04 02:00:00,25.5,753.4,93,从东北偏北方向吹来的风,2
深圳市,2024-09-03 23:00:00,25.1,754.9,88,从东北偏北方向吹来的风,1
深圳市,2024-09-03 20:00:00,29.6,753.1,78,从东南偏南方向吹来的风,2
深圳市,2024-09-03 17:00:00,32.4,752.5,70,从西南方吹来的风,2
深圳市,2024-09-03 14:00:00,32.8,754.0,72,从西南偏南方向吹来的风,1
深圳市,2024-09-03 11:00:00,32.7,755.8,69,从东北偏北方向吹来的风,1
深圳市,2024-09-03 08:00:00,28.1,756.0,83,从北方吹来的风,1
深圳市,2024-09-03 05:00:00,26.8,755.2,85,从东北偏北方向吹来的风,1
深圳市,2024-09-03 02:00:00,28.4,755.9,82,从西南偏南方向吹来的风,1
深圳市,2024-09-02 23:00:00,28.8,757.0,84,从西北方吹来的风,1
深圳市,2024-09-02 20:00:00,29.3,755.2,83,从南方吹来的风,2
深圳市,2024-09-02 17:00:00,28.9,754.1,77,从西北偏西方向吹来的风,1
深圳市,2024-09-02 14:00:00,31.1,755.2,81,从西南方吹来的风,1
深圳市,2024-09-02 11:00:00,31.8,757.0,76,从西南方吹来的风,1
深圳市,2024-09-02 08:00:00,29.3,757.0,86,从东南偏东方向吹来的风,1
深圳市,2024-09-02 05:00:00,27.8,755.7,88,从西南偏西方向吹来的风,1
深圳市,2024-09-02 02:00:00,28.0,755.4,89,从南方吹来的风,1
深圳市,2024-09-01 23:00:00,28.7,756.1,87,从南方吹来的风,1
深圳市,2024-09-01 20:00:00,29.7,756.1,78,从东南偏南方向吹来的风,1
深圳市,2024-09-01 17:00:00,31.8,755.1,73,从西南偏南方向吹来的风,2
深圳市,2024-09-01 14:00:00,33.6,756.0,64,从西南方吹来的风,2
深圳市,2024-09-01 11:00:00,32.2,757.4,70,从东北偏北方向吹来的风,1
深圳市,2024-09-01 08:00:00,28.6,756.8,85,从北方吹来的风,1
深圳市,2024-09-01 05:00:00,27.0,755.5,92,从北方吹来的风,1
深圳市,2024-09-01 02:00:00,27.9,756.3,87,从南方吹来的风,1
深圳市,2024-08-31 23:00:00,28.8,757.5,83,从东北偏东方向吹来的风,1
深圳市,2024-08-31 20:00:00,29.2,756.4,80,从东方吹来的风,1
深圳市,2024-08-31 17:00:00,30.0,754.8,75,从东南偏东方向吹来的风,3
深圳市,2024-08-31 14:00:00,30.4,756.3,75,从东北偏东方向吹来的风,1
深圳市,2024-08-31 11:00:00,31.3,756.7,75,从东北偏北方向吹来的风,2
深圳市,2024-08-31 08:00:00,28.0,756.4,89,从北方吹来的风,2
深圳市,2024-08-31 05:00:00,26.4,755.5,91,从东北偏北方向吹来的风,1
深圳市,2024-08-31 02:00:00,26.8,756.3,92,从东北偏东方向吹来的风,1
深圳市,2024-08-30 23:00:00,29.0,757.0,82,从东方吹来的风,1
深圳市,2024-08-30 20:00:00,29.4,755.5,76,从东方吹来的风,2
深圳市,2024-08-30 17:00:00,31.4,754.3,68,从东南偏东方向吹来的风,2
深圳市,2024-08-30 14:00:00,30.1,754.9,77,从西方吹来的风,1
深圳市,2024-08-30 11:00:00,31.9,755.8,72,从东北偏北方向吹来的风,1
深圳市,2024-08-30 08:00:00,28.9,755.5,87,从东北偏北方向吹来的风,1
深圳市,2024-08-30 05:00:00,27.3,754.6,90,从东北偏北方向吹来的风,1
深圳市,2024-08-30 02:00:00,26.8,754.3,92,从东北偏东方向吹来的风,1
深圳市,2024-08-29 23:00:00,25.5,754.8,95,从东北偏北方向吹来的风,1
深圳市,2024-08-29 20:00:00,26.2,754.9,95,从西北偏北方向吹来的风,3
深圳市,2024-08-29 17:00:00,26.7,753.0,94,从东北偏北方向吹来的风,2
深圳市,2024-08-29 14:00:00,31.4,753.1,75,从西南偏南方向吹来的风,2
深圳市,2024-08-29 11:00:00,31.8,754.3,73,从东北偏北方向吹来的风,2
深圳市,2024-08-29 08:00:00,28.4,753.7,87,从北方吹来的风,1
深圳市,2024-08-29 05:00:00,26.8,752.9,92,从北方吹来的风,1
深圳市,2024-08-29 02:00:00,26.9,752.8,92,从西南方吹来的风,1
深圳市,2024-08-28 23:00:00,25.7,753.4,94,从东北方吹来的风,1
深圳市,2024-08-28 20:00:00,25.1,752.5,94,从南方吹来的风,1
深圳市,2024-08-28 17:00:00,26.8,751.7,89,从东北方吹来的风,2
深圳市,2024-08-28 14:00:00,33.3,751.3,72,从西南偏南方向吹来的风,2
深圳市,2024-08-28 11:00:00,33.0,753.4,72,从西南偏西方向吹来的风,1
深圳市,2024-08-28 08:00:00,29.9,753.4,85,从西南方吹来的风,1
深圳市,2024-08-28 05:00:00,28.3,752.8,92,从西南方吹来的风,1
深圳市,2024-08-28 02:00:00,28.8,753.1,84,从西南偏西方向吹来的风,1
深圳市,2024-08-27 23:00:00,29.6,753.7,78,从西南偏西方向吹来的风,1
深圳市,2024-08-27 20:00:00,29.9,753.3,79,从西南偏南方向吹来的风,2
深圳市,2024-08-27 17:00:00,32.5,752.5,70,从西南方吹来的风,2
深圳市,2024-08-27 14:00:00,32.7,753.6,68,从西南偏南方向吹来的风,3
深圳市,2024-08-27 11:00:00,31.6,755.5,75,从西南方吹来的风,2
深圳市,2024-08-27 08:00:00,28.8,755.6,87,从西南方吹来的风,2
深圳市,2024-08-27 05:00:00,27.4,754.4,92,从西南方吹来的风,2
深圳市,2024-08-27 02:00:00,27.9,754.4,89,从西南方吹来的风,1
深圳市,2024-08-26 23:00:00,28.5,755.4,86,从西南偏西方向吹来的风,1
深圳市,2024-08-26 20:00:00,28.9,754.9,84,从西南方吹来的风,2
深圳市,2024-08-26 17:00:00,30.8,754.0,74,从西南偏南方向吹来的风,2
深圳市,2024-08-26 14:00:00,29.9,755.0,84,从东方吹来的风,1
深圳市,2024-08-26 11:00:00,30.2,756.3,72,从西北偏北方向吹来的风,2
深圳市,2024-08-26 08:00:00,29.4,756.1,85,从西北偏北方向吹来的风,1
深圳市,2024-08-26 05:00:00,27.6,754.8,88,从东南偏南方向吹来的风,1
深圳市,2024-08-26 02:00:00,27.6,754.9,86,从西南偏南方向吹来的风,1
深圳市,2024-08-25 23:00:00,28.2,755.6,80,从西南方吹来的风,1
深圳市,2024-08-25 20:00:00,28.3,755.6,73,从西北方吹来的风,1
深圳市,2024-08-25 17:00:00,30.1,755.0,76,从西南方吹来的风,1
深圳市,2024-08-25 14:00:00,32.8,755.5,58,从西南方吹来的风,3
深圳市,2024-08-25 11:00:00,32.1,757.1,64,从南方吹来的风,2
深圳市,2024-08-25 08:00:00,29.5,757.2,82,从东南偏南方向吹来的风,1
深圳市,2024-08-25 05:00:00,27.3,756.1,92,从西南方吹来的风,1
深圳市,2024-08-25 02:00:00,27.7,756.2,86,从西南方吹来的风,1
深圳市,2024-08-24 23:00:00,28.5,757.0,84,从西南方吹来的风,1
深圳市,2024-08-24 20:00:00,28.9,756.1,85,从西南方吹来的风,2
深圳市,2024-08-24 17:00:00,32.3,755.5,60,从西南方吹来的风,2
深圳市,2024-08-24 14:00:00,32.8,756.7,65,从南方吹来的风,2
深圳市,2024-08-24 11:00:00,30.9,758.7,69,从西北偏北方向吹来的风,2
深圳市,2024-08-24 08:00:00,28.5,758.1,83,从西北方吹来的风,1
深圳市,2024-08-24 05:00:00,27.5,756.8,92,从西南方吹来的风,2
深圳市,2024-08-24 02:00:00,27.6,757.6,90,从西南偏西方向吹来的风,1
深圳市,2024-08-23 23:00:00,28.0,758.1,88,从南方吹来的风,1
深圳市,2024-08-23 20:00:00,28.9,757.7,82,从西南偏南方向吹来的风,1
深圳市,2024-08-23 17:00:00,29.7,756.7,80,从西南方吹来的风,2
深圳市,2024-08-23 14:00:00,31.6,757.3,74,从西南方吹来的风,3
深圳市,2024-08-23 11:00:00,30.3,759.1,78,从西南方吹来的风,3
深圳市,2024-08-23 08:00:00,27.9,758.8,89,从西南方吹来的风,1
深圳市,2024-08-23 05:00:00,27.1,758.1,92,从西南偏南方向吹来的风,1
深圳市,2024-08-23 02:00:00,27.2,757.9,93,从南方吹来的风,1
深圳市,2024-08-22 23:00:00,27.9,758.8,88,从东南偏南方向吹来的风,1
深圳市,2024-08-22 20:00:00,28.1,757.6,86,从西南偏南方向吹来的风,1
深圳市,2024-08-22 17:00:00,29.0,757.0,82,从西南方吹来的风,2
深圳市,2024-08-22 14:00:00,30.5,757.4,79,从西南方吹来的风,2
深圳市,2024-08-22 11:00:00,30.7,758.6,81,从西南偏南方向吹来的风,3
深圳市,2024-08-22 08:00:00,27.9,757.9,89,从东北偏北方向吹来的风,1
深圳市,2024-08-22 05:00:00,26.9,757.4,90,从东南方吹来的风,1
深圳市,2024-08-22 02:00:00,26.6,758.1,89,从东南偏南方向吹来的风,1
深圳市,2024-08-21 23:00:00,26.6,758.8,89,从东南偏东方向吹来的风,1
深圳市,2024-08-21 20:00:00,26.7,757.5,90,从东南偏南方向吹来的风,1
深圳市,2024-08-21 17:00:00,26.9,756.7,89,从北方吹来的风,1
深圳市,2024-08-21 14:00:00,26.4,757.8,91,从西南方吹来的风,1
深圳市,2024-08-21 11:00:00,25.5,758.2,95,从西南偏南方向吹来的风,3
深圳市,2024-08-21 08:00:00,26.1,757.0,94,从西南偏南方向吹来的风,1
深圳市,2024-08-21 05:00:00,25.8,756.3,95,从西南方吹来的风,1
深圳市,2024-08-21 02:00:00,25.8,756.4,93,从西方吹来的风,1
深圳市,2024-08-20 23:00:00,26.7,756.6,95,从西南方吹来的风,1
深圳市,2024-08-20 20:00:00,26.7,755.6,95,从西南方吹来的风,2
深圳市,2024-08-20 17:00:00,27.4,754.3,88,从西南方吹来的风,3
深圳市,2024-08-20 14:00:00,27.8,754.3,90,从西南方吹来的风,3
深圳市,2024-08-20 11:00:00,27.2,754.9,90,从西南方吹来的风,2
深圳市,2024-08-20 08:00:00,26.7,754.2,85,从西方吹来的风,1
深圳市,2024-08-20 05:00:00,26.8,753.7,94,从西南方吹来的风,1
深圳市,2024-08-20 02:00:00,27.1,754.1,93,从西南方吹来的风,3
深圳市,2024-08-19 23:00:00,26.6,754.5,94,从西南偏南方向吹来的风,1
深圳市,2024-08-19 20:00:00,26.9,753.4,94,从西南偏南方向吹来的风,1
深圳市,2024-08-19 17:00:00,27.4,751.9,93,从西方吹来的风,1
深圳市,2024-08-19 14:00:00,27.0,753.1,95,从西南方吹来的风,2
深圳市,2024-08-19 11:00:00,28.1,753.9,87,从西南偏南方向吹来的风,2
深圳市,2024-08-19 08:00:00,27.5,753.5,95,从西南方吹来的风,2
深圳市,2024-08-19 05:00:00,27.2,753.1,95,从西南方吹来的风,2
深圳市,2024-08-19 02:00:00,26.6,753.7,95,从西南方吹来的风,2
深圳市,2024-08-18 23:00:00,25.5,754.7,96,从北方吹来的风,0
深圳市,2024-08-18 20:00:00,25.2,754.5,93,从东南偏南方向吹来的风,1
深圳市,2024-08-18 17:00:00,28.5,753.2,86,从西南方吹来的风,2
深圳市,2024-08-18 14:00:00,29.6,753.9,84,从西南方吹来的风,1
深圳市,2024-08-18 11:00:00,27.4,755.2,93,从西南方吹来的风,1
深圳市,2024-08-18 08:00:00,25.9,755.5,95,从西南方吹来的风,2
深圳市,2024-08-18 05:00:00,26.8,754.5,93,从西南方吹来的风,3
深圳市,2024-08-18 02:00:00,27.2,755.2,90,从西南偏南方向吹来的风,2
深圳市,2024-08-17 23:00:00,27.3,756.1,89,从东南偏南方向吹来的风,1
深圳市,2024-08-17 20:00:00,27.4,755.2,89,从东南偏南方向吹来的风,1
深圳市,2024-08-17 17:00:00,28.2,754.0,86,从东方吹来的风,1
深圳市,2024-08-17 14:00:00,27.4,754.9,92,从北方吹来的风,1
深圳市,2024-08-17 11:00:00,25.6,756.1,96,从南方吹来的风,1
深圳市,2024-08-17 08:00:00,24.6,755.5,95,从东南偏南方向吹来的风,1
深圳市,2024-08-17 05:00:00,27.2,754.1,86,从东南方吹来的风,1
深圳市,2024-08-17 02:00:00,27.0,754.3,87,从东南方吹来的风,1
深圳市,2024-08-16 23:00:00,26.8,754.9,87,从东南方吹来的风,1
深圳市,2024-08-16 20:00:00,26.7,754.0,87,从东南方吹来的风,1
深圳市,2024-08-16 17:00:00,27.8,752.9,82,从西南方吹来的风,2
深圳市,2024-08-16 14:00:00,29.1,753.7,78,从东南偏南方向吹来的风,3
深圳市,2024-08-16 11:00:00,30.5,754.4,73,从西南方吹来的风,1
深圳市,2024-08-16 08:00:00,28.1,753.8,85,从东北方吹来的风,1
深圳市,2024-08-16 05:00:00,25.3,753.1,95,从北方吹来的风,1
深圳市,2024-08-16 02:00:00,25.7,753.4,93,从东南偏东方向吹来的风,0
深圳市,2024-08-15 23:00:00,25.9,754.2,93,从北方吹来的风,0
深圳市,2024-08-15 20:00:00,25.6,753.4,90,从西方吹来的风,1
深圳市,2024-08-15 17:00:00,26.0,753.2,95,从西南方吹来的风,1
深圳市,2024-08-15 14:00:00,25.3,753.9,95,从北方吹来的风,0
深圳市,2024-08-15 11:00:00,30.7,754.2,78,从西南偏南方向吹来的风,1
深圳市,2024-08-15 08:00:00,28.2,754.7,91,从西南方吹来的风,1
深圳市,2024-08-15 05:00:00,27.1,753.9,93,从东北偏北方向吹来的风,1
深圳市,2024-08-15 02:00:00,27.3,754.3,92,从西南偏南方向吹来的风,1
深圳市,2024-08-14 23:00:00,27.6,755.2,89,从东北偏北方向吹来的风,1
深圳市,2024-08-14 20:00:00,27.7,754.5,88,从西北偏西方向吹来的风,1
深圳市,2024-08-14 17:00:00,28.7,753.7,83,从西方吹来的风,1
深圳市,2024-08-14 14:00:00,27.2,754.6,94,从北方吹来的风,0
深圳市,2024-08-14 11:00:00,26.6,755.9,95,从西方吹来的风,1
深圳市,2024-08-14 08:00:00,25.7,755.5,96,从北方吹来的风,1
深圳市,2024-08-14 05:00:00,28.1,754.7,89,从西南偏南方向吹来的风,1
深圳市,2024-08-14 02:00:00,28.2,754.6,86,从西南方吹来的风,1
深圳市,2024-08-13 23:00:00,28.7,755.5,78,从北方吹来的风,0
深圳市,2024-08-13 20:00:00,28.7,755.0,75,从西南偏西方向吹来的风,1
深圳市,2024-08-13 17:00:00,29.0,754.0,76,从西南偏南方向吹来的风,1
深圳市,2024-08-13 14:00:00,32.7,754.1,72,从南方吹来的风,2
深圳市,2024-08-13 11:00:00,31.1,755.5,73,从西南偏西方向吹来的风,1
深圳市,2024-08-13 08:00:00,29.2,755.0,84,从西南偏西方向吹来的风,1
深圳市,2024-08-13 05:00:00,27.2,753.8,95,从西南偏西方向吹来的风,1
深圳市,2024-08-13 02:00:00,27.3,753.7,93,从西北偏北方向吹来的风,1
深圳市,2024-08-12 23:00:00,28.1,754.5,89,从北方吹来的风,1
深圳市,2024-08-12 20:00:00,28.5,754.1,87,从西南偏西方向吹来的风,1
深圳市,2024-08-12 17:00:00,29.9,752.2,80,从西南偏西方向吹来的风,2
深圳市,2024-08-12 14:00:00,31.6,752.3,76,从西南偏南方向吹来的风,1
深圳市,2024-08-12 11:00:00,27.1,753.8,95,从北方吹来的风,1
深圳市,2024-08-12 08:00:00,25.0,754.3,94,从西北偏西方向吹来的风,2
深圳市,2024-08-12 05:00:00,27.6,752.2,94,从东南方吹来的风,1
深圳市,2024-08-12 02:00:00,28.8,752.2,91,从西南方吹来的风,2
深圳市,2024-08-11 23:00:00,29.3,753.0,85,从南方吹来的风,1
深圳市,2024-08-11 20:00:00,29.3,752.7,86,从西南偏南方向吹来的风,2
深圳市,2024-08-11 17:00:00,30.4,751.7,82,从西南偏西方向吹来的风,2
深圳市,2024-08-11 14:00:00,31.9,752.0,73,从东南偏南方向吹来的风,3
深圳市,2024-08-11 11:00:00,31.2,753.1,77,从西南偏南方向吹来的风,3
深圳市,2024-08-11 08:00:00,29.7,752.8,85,从西南方吹来的风,2
深圳市,2024-08-11 05:00:00,28.7,752.1,89,从西南偏南方向吹来的风,1
深圳市,2024-08-11 02:00:00,29.0,752.5,88,从西南方吹来的风,2
深圳市,2024-08-10 23:00:00,28.6,753.4,89,从南方吹来的风,1
深圳市,2024-08-10 20:00:00,29.7,752.4,82,从西南方吹来的风,3
深圳市,2024-08-10 17:00:00,30.3,751.6,82,从西南偏西方向吹来的风,1
深圳市,2024-08-10 14:00:00,30.7,752.5,80,从西南方吹来的风,3
深圳市,2024-08-10 11:00:00,30.5,754.0,81,从西南方吹来的风,4
深圳市,2024-08-10 08:00:00,29.3,754.0,86,从西南方吹来的风,2
深圳市,2024-08-10 05:00:00,28.7,753.0,87,从西南方吹来的风,2
深圳市,2024-08-10 02:00:00,28.9,753.6,85,从西南方吹来的风,3
深圳市,2024-08-09 23:00:00,29.1,754.2,80,从西南偏南方向吹来的风,3
深圳市,2024-08-09 20:00:00,29.7,753.2,77,从西南方吹来的风,3
深圳市,2024-08-09 17:00:00,31.4,752.5,73,从西南方吹来的风,2
深圳市,2024-08-09 14:00:00,32.0,753.7,71,从西南偏南方向吹来的风,3
深圳市,2024-08-09 11:00:00,31.0,754.9,75,从西南偏南方向吹来的风,3
深圳市,2024-08-09 08:00:00,29.6,755.2,82,从西南偏南方向吹来的风,2
深圳市,2024-08-09 05:00:00,28.4,754.3,86,从西南偏南方向吹来的风,3
深圳市,2024-08-09 02:00:00,28.8,754.5,86,从西南偏南方向吹来的风,3
深圳市,2024-08-08 23:00:00,28.8,755.0,82,从西南偏西方向吹来的风,1
深圳市,2024-08-08 20:00:00,29.4,754.4,79,从西南偏南方向吹来的风,1
深圳市,2024-08-08 17:00:00,31.5,753.4,73,从西南偏南方向吹来的风,3
深圳市,2024-08-08 14:00:00,32.3,754.8,73,从西南偏南方向吹来的风,3
深圳市,2024-08-08 11:00:00,31.3,756.1,76,从西南偏南方向吹来的风,3
深圳市,2024-08-08 08:00:00,29.6,756.2,82,从西南偏南方向吹来的风,3
深圳市,2024-08-08 05:00:00,28.7,755.0,88,从西南方吹来的风,2
深圳市,2024-08-08 02:00:00,28.7,755.1,88,从西南偏西方向吹来的风,1
深圳市,2024-08-07 23:00:00,29.3,755.2,86,从西南方吹来的风,2
深圳市,2024-08-07 20:00:00,29.7,754.3,75,从南方吹来的风,1
深圳市,2024-08-07 17:00:00,32.5,753.8,63,从西北偏西方向吹来的风,1
深圳市,2024-08-07 14:00:00,33.7,754.5,69,从南方吹来的风,2
深圳市,2024-08-07 11:00:00,32.2,756.0,73,从西南方吹来的风,2
深圳市,2024-08-07 08:00:00,29.8,755.9,83,从北方吹来的风,1
深圳市,2024-08-07 05:00:00,27.4,754.9,85,从东北方吹来的风,1
深圳市,2024-08-07 02:00:00,27.1,755.0,82,从北方吹来的风,1
深圳市,2024-08-06 23:00:00,27.2,755.2,82,从东北偏北方向吹来的风,1
深圳市,2024-08-06 20:00:00,27.8,753.8,76,从东南偏南方向吹来的风,1
深圳市,2024-08-06 17:00:00,27.8,753.9,80,从北方吹来的风,2
深圳市,2024-08-06 14:00:00,25.5,753.9,93,从东北偏北方向吹来的风,1
深圳市,2024-08-06 11:00:00,33.6,754.4,76,从南方吹来的风,2
深圳市,2024-08-06 08:00:00,30.7,754.6,83,从西方吹来的风,1
深圳市,2024-08-06 02:00:00,30.1,753.6,78,从东南偏南方向吹来的风,1
深圳市,2024-08-05 23:00:00,30.3,754.6,72,从东北偏东方向吹来的风,1
深圳市,2024-08-05 20:00:00,30.2,753.6,67,从东北偏北方向吹来的风,1
深圳市,2024-08-05 17:00:00,32.6,752.8,77,从西南偏南方向吹来的风,1
深圳市,2024-08-05 14:00:00,35.2,753.4,60,从西南方吹来的风,2
深圳市,2024-08-05 11:00:00,32.8,755.0,78,从西南偏南方向吹来的风,2
深圳市,2024-08-05 08:00:00,30.6,755.3,85,从西南偏南方向吹来的风,1
深圳市,2024-08-05 05:00:00,28.7,754.9,93,从西南方吹来的风,1
深圳市,2024-08-05 02:00:00,28.8,755.2,92,从西南偏西方向吹来的风,1
深圳市,2024-08-04 23:00:00,29.5,755.7,84,从西南方吹来的风,1
深圳市,2024-08-04 20:00:00,30.0,754.6,83,从西南方吹来的风,2
深圳市,2024-08-04 17:00:00,32.5,754.1,72,从西南偏南方向吹来的风,3
深圳市,2024-08-04 14:00:00,33.3,755.6,65,从西南方吹来的风,3
