地点,当地时间,温度,气压,湿度,风向,风速
北京,2023-07-20 05:00:00,25.9,754.3,66,从西南偏西方向吹来的风,1
北京,2023-07-20 02:00:00,27.1,754.2,58,从西南偏南方向吹来的风,1
北京,2023-07-19 23:00:00,29.4,754.3,46,从西南偏南方向吹来的风,1
北京,2023-07-19 20:00:00,32.7,753.9,36,从西南偏南方向吹来的风,2
北京,2023-07-19 17:00:00,36.2,753.4,28,从西南偏南方向吹来的风,4
北京,2023-07-19 14:00:00,36.3,754.3,35,从西南偏南方向吹来的风,5
北京,2023-07-19 11:00:00,33.9,755.8,43,从西南方吹来的风,3
北京,2023-07-19 08:00:00,29.6,755.8,55,从西南方吹来的风,1
北京,2023-07-19 05:00:00,26.0,755.7,67,从西南方吹来的风,1
北京,2023-07-19 02:00:00,28.3,756.0,57,从西南偏南方向吹来的风,2
北京,2023-07-18 23:00:00,29.7,756.3,49,从西南偏南方向吹来的风,1
北京,2023-07-18 20:00:00,32.7,755.6,38,从西南方吹来的风,2
北京,2023-07-18 17:00:00,35.8,755.8,29,从南方吹来的风,3
北京,2023-07-18 14:00:00,36.1,756.5,31,从南方吹来的风,3
北京,2023-07-18 11:00:00,33.4,758.1,41,从西南偏南方向吹来的风,3
北京,2023-07-18 08:00:00,29.0,758.8,59,从南方吹来的风,1
北京,2023-07-18 05:00:00,26.6,758.4,67,从南方吹来的风,2
北京,2023-07-18 02:00:00,26.9,758.2,65,从东南偏南方向吹来的风,1
北京,2023-07-17 23:00:00,29.4,757.6,52,从东南偏南方向吹来的风,2
北京,2023-07-17 20:00:00,32.1,756.7,42,从南方吹来的风,2
北京,2023-07-17 17:00:00,35.3,756.4,31,从西南偏南方向吹来的风,4
北京,2023-07-17 14:00:00,35.1,757.0,33,从南方吹来的风,4
北京,2023-07-17 11:00:00,32.6,757.6,41,从西南偏南方向吹来的风,2
北京,2023-07-17 08:00:00,28.7,757.9,54,从东南方吹来的风,1
北京,2023-07-17 05:00:00,24.1,757.0,71,从东北偏东方向吹来的风,1
北京,2023-07-17 02:00:00,26.3,756.3,60,从西南偏南方向吹来的风,2
北京,2023-07-16 23:00:00,28.3,755.7,49,从西南偏南方向吹来的风,2
北京,2023-07-16 20:00:00,31.6,754.4,37,从南方吹来的风,2
北京,2023-07-16 17:00:00,35.2,753.4,27,从西南偏南方向吹来的风,4
北京,2023-07-16 14:00:00,35.1,754.0,24,从东南偏东方向吹来的风,2
北京,2023-07-16 11:00:00,33.1,754.9,28,从北方吹来的风,2
北京,2023-07-16 08:00:00,30.6,754.4,33,从北方吹来的风,3
北京,2023-07-16 05:00:00,26.9,753.6,41,从西北方吹来的风,1
北京,2023-07-16 02:00:00,24.5,753.2,58,从西北方吹来的风,1
北京,2023-07-15 23:00:00,27.9,753.2,40,从西方吹来的风,2
北京,2023-07-15 20:00:00,30.0,752.5,36,从西北方吹来的风,2
北京,2023-07-15 17:00:00,31.2,751.6,33,从西北偏北方向吹来的风,4
北京,2023-07-15 14:00:00,32.9,751.3,30,从西北偏北方向吹来的风,4
北京,2023-07-15 11:00:00,32.2,750.7,31,从北方吹来的风,4
北京,2023-07-15 08:00:00,29.8,749.9,38,从北方吹来的风,5
北京,2023-07-15 05:00:00,27.5,748.4,41,从西北方吹来的风,2
北京,2023-07-15 02:00:00,29.6,747.4,35,从西北偏北方向吹来的风,3
北京,2023-07-14 23:00:00,27.9,746.8,47,从西北方吹来的风,1
北京,2023-07-14 20:00:00,30.9,745.9,40,从西方吹来的风,1
北京,2023-07-14 17:00:00,34.3,745.3,30,从西北方吹来的风,4
北京,2023-07-14 14:00:00,34.9,745.4,26,从西北方吹来的风,5
北京,2023-07-14 11:00:00,33.1,745.8,38,从西北方吹来的风,3
北京,2023-07-14 08:00:00,24.2,746.7,91,从西南偏西方向吹来的风,1
北京,2023-07-14 05:00:00,23.4,746.8,96,从西南偏西方向吹来的风,1
北京,2023-07-14 02:00:00,23.5,747.4,97,从南方吹来的风,1
北京,2023-07-13 23:00:00,23.6,748.6,96,从西南方吹来的风,1
北京,2023-07-13 20:00:00,23.8,749.1,94,从北方吹来的风,0
北京,2023-07-13 17:00:00,23.6,749.1,97,从东北偏东方向吹来的风,1
北京,2023-07-13 14:00:00,23.3,749.7,95,从东北偏东方向吹来的风,2
北京,2023-07-13 11:00:00,23.3,750.7,95,从北方吹来的风,1
北京,2023-07-13 08:00:00,22.8,750.7,95,从东北方吹来的风,2
北京,2023-07-13 05:00:00,22.4,750.9,96,从北方吹来的风,1
北京,2023-07-13 02:00:00,22.7,751.4,95,从东北偏北方向吹来的风,1
北京,2023-07-12 23:00:00,22.8,752.8,95,从东北偏东方向吹来的风,2
北京,2023-07-12 20:00:00,23.0,752.8,93,从东北偏东方向吹来的风,2
北京,2023-07-12 17:00:00,23.4,752.6,90,从东北方吹来的风,3
北京,2023-07-12 14:00:00,23.5,753.0,91,从东北偏东方向吹来的风,2
北京,2023-07-12 11:00:00,22.9,753.4,92,从东方吹来的风,2
北京,2023-07-12 08:00:00,23.0,753.4,92,从东方吹来的风,3
北京,2023-07-12 05:00:00,24.3,752.9,88,从东方吹来的风,4
北京,2023-07-12 02:00:00,24.9,752.1,91,从东北偏北方向吹来的风,2
北京,2023-07-11 23:00:00,28.8,752.5,66,从东南方吹来的风,2
北京,2023-07-11 20:00:00,30.4,751.4,57,从东南偏南方向吹来的风,3
北京,2023-07-11 17:00:00,33.3,750.2,52,从东南方吹来的风,3
北京,2023-07-11 14:00:00,34.0,750.7,45,从南方吹来的风,3
北京,2023-07-11 11:00:00,31.2,752.1,54,从东南偏南方向吹来的风,2
北京,2023-07-11 08:00:00,27.6,752.5,64,从东方吹来的风,3
北京,2023-07-11 05:00:00,24.9,751.6,76,从东方吹来的风,2
北京,2023-07-11 02:00:00,27.3,750.8,62,从东南偏东方向吹来的风,4
北京,2023-07-10 23:00:00,29.9,750.2,56,从东方吹来的风,2
北京,2023-07-10 20:00:00,33.1,748.6,47,从东南方吹来的风,4
北京,2023-07-10 17:00:00,38.8,746.7,29,从南方吹来的风,3
北京,2023-07-10 14:00:00,38.0,748.0,33,从东南方吹来的风,3
北京,2023-07-10 11:00:00,34.4,749.3,39,从北方吹来的风,2
北京,2023-07-10 08:00:00,29.9,749.8,54,从东方吹来的风,2
北京,2023-07-10 05:00:00,26.8,749.3,62,从西北偏西方向吹来的风,1
北京,2023-07-10 02:00:00,30.2,748.9,43,从东方吹来的风,2
北京,2023-07-09 23:00:00,30.8,748.6,39,从西南方吹来的风,1
北京,2023-07-09 20:00:00,34.1,747.9,30,从西南偏南方向吹来的风,1
北京,2023-07-09 17:00:00,38.5,747.1,21,从西方吹来的风,2
北京,2023-07-09 14:00:00,37.6,748.3,23,从西北方吹来的风,1
北京,2023-07-09 11:00:00,34.8,750.0,28,从西北方吹来的风,3
北京,2023-07-09 08:00:00,31.5,750.1,33,从西北偏北方向吹来的风,3
北京,2023-07-09 05:00:00,28.0,749.1,42,从北方吹来的风,2
北京,2023-07-09 02:00:00,25.7,748.6,52,从西南偏南方向吹来的风,1
北京,2023-07-08 23:00:00,29.6,748.9,37,从东北偏东方向吹来的风,1
北京,2023-07-08 20:00:00,34.9,747.8,24,从西北方吹来的风,2
北京,2023-07-08 17:00:00,36.8,746.7,21,从西北偏西方向吹来的风,4
北京,2023-07-08 14:00:00,36.7,747.0,23,从西方吹来的风,4
北京,2023-07-08 11:00:00,35.1,747.9,24,从西北方吹来的风,4
北京,2023-07-08 08:00:00,32.8,748.3,29,从西北偏北方向吹来的风,3
北京,2023-07-08 05:00:00,27.1,748.2,49,从东北方吹来的风,1
北京,2023-07-08 02:00:00,28.9,747.5,42,从东南方吹来的风,1
北京,2023-07-07 23:00:00,31.7,747.2,31,从东北偏北方向吹来的风,2
北京,2023-07-07 20:00:00,33.4,746.6,27,从西北偏西方向吹来的风,4
北京,2023-07-07 17:00:00,36.5,744.4,26,从西北方吹来的风,2
北京,2023-07-07 14:00:00,36.4,744.4,25,从西南方吹来的风,2
北京,2023-07-07 11:00:00,33.3,745.2,42,从北方吹来的风,3
北京,2023-07-07 08:00:00,28.4,745.3,57,从东北偏北方向吹来的风,2
北京,2023-07-07 05:00:00,25.6,744.5,55,从东北方吹来的风,2
北京,2023-07-07 02:00:00,27.1,743.1,49,从东北方吹来的风,2
北京,2023-07-06 23:00:00,31.5,742.3,44,从南方吹来的风,1
北京,2023-07-06 20:00:00,33.3,741.4,32,从西南偏南方向吹来的风,2
北京,2023-07-06 17:00:00,37.7,741.6,28,从西南方吹来的风,3
北京,2023-07-06 14:00:00,40.5,741.9,18,从南方吹来的风,4
北京,2023-07-06 11:00:00,38.0,743.6,15,从西南偏南方向吹来的风,4
北京,2023-07-06 08:00:00,32.5,744.1,27,从东方吹来的风,1
北京,2023-07-06 05:00:00,22.1,743.6,60,从西北偏北方向吹来的风,1
北京,2023-07-06 02:00:00,23.8,742.7,51,从东北方吹来的风,1
北京,2023-07-05 23:00:00,26.8,742.8,49,从西北偏北方向吹来的风,1
北京,2023-07-05 20:00:00,34.8,742.0,23,从西南偏西方向吹来的风,2
北京,2023-07-05 17:00:00,39.8,741.1,11,从西方吹来的风,4
北京,2023-07-05 14:00:00,38.7,741.7,16,从西南偏西方向吹来的风,5
北京,2023-07-05 11:00:00,34.4,743.0,39,从西南偏南方向吹来的风,3
北京,2023-07-05 08:00:00,27.7,744.2,65,从东方吹来的风,1
北京,2023-07-05 05:00:00,21.9,744.0,90,从东方吹来的风,1
北京,2023-07-05 02:00:00,23.4,744.4,82,从西南偏南方向吹来的风,1
北京,2023-07-04 23:00:00,26.3,745.3,64,从西南偏南方向吹来的风,1
北京,2023-07-04 20:00:00,28.1,745.4,54,从西南偏南方向吹来的风,2
北京,2023-07-04 17:00:00,30.9,745.3,39,从南方吹来的风,2
北京,2023-07-04 14:00:00,27.3,747.1,56,从东北方吹来的风,3
北京,2023-07-04 11:00:00,22.5,748.9,85,从西北偏北方向吹来的风,2
北京,2023-07-04 08:00:00,21.9,749.5,86,从西北偏北方向吹来的风,3
北京,2023-07-04 05:00:00,22.6,749.5,86,从西北偏北方向吹来的风,1
北京,2023-07-04 02:00:00,26.3,749.2,78,从东北方吹来的风,1
北京,2023-07-03 23:00:00,27.8,750.1,72,从东南方吹来的风,2
北京,2023-07-03 20:00:00,29.8,750.1,59,从东南偏东方向吹来的风,3
北京,2023-07-03 17:00:00,32.4,749.9,55,从南方吹来的风,2
北京,2023-07-03 14:00:00,32.0,751.1,56,从东方吹来的风,2
北京,2023-07-03 11:00:00,29.1,752.9,65,从东南偏东方向吹来的风,2
北京,2023-07-03 08:00:00,25.4,753.7,77,从东北偏东方向吹来的风,2
北京,2023-07-03 05:00:00,24.8,753.2,83,从东方吹来的风,2
北京,2023-07-03 02:00:00,26.4,753.3,70,从东方吹来的风,2
北京,2023-07-02 23:00:00,29.1,752.7,63,从东方吹来的风,3
北京,2023-07-02 20:00:00,33.6,752.0,41,从东南方吹来的风,3
北京,2023-07-02 17:00:00,37.7,750.9,28,从东南偏南方向吹来的风,2
北京,2023-07-02 14:00:00,37.7,751.8,27,从南方吹来的风,2
北京,2023-07-02 11:00:00,35.5,753.1,35,从南方吹来的风,2
北京,2023-07-02 08:00:00,30.2,752.9,48,从北方吹来的风,2
北京,2023-07-02 05:00:00,25.0,752.0,60,从东北偏东方向吹来的风,1
北京,2023-07-02 02:00:00,27.3,752.1,46,从南方吹来的风,1
北京,2023-07-01 23:00:00,30.2,751.9,35,从西南方吹来的风,2
北京,2023-07-01 20:00:00,34.0,751.0,28,从南方吹来的风,2
北京,2023-07-01 17:00:00,38.1,750.3,24,从南方吹来的风,3
北京,2023-07-01 14:00:00,38.7,750.7,21,从西南偏南方向吹来的风,4
北京,2023-07-01 11:00:00,35.5,751.3,30,从西南偏南方向吹来的风,3
北京,2023-07-01 08:00:00,30.5,751.0,42,从南方吹来的风,2
北京,2023-07-01 05:00:00,26.9,749.9,47,从西南方吹来的风,1
北京,2023-07-01 02:00:00,30.0,749.0,39,从西南方吹来的风,3
北京,2023-06-30 23:00:00,30.6,748.6,40,从南方吹来的风,1
北京,2023-06-30 20:00:00,34.8,747.7,33,从西南偏南方向吹来的风,2
北京,2023-06-30 17:00:00,39.1,747.2,22,从西南偏南方向吹来的风,4
北京,2023-06-30 14:00:00,37.2,748.2,31,从西南偏南方向吹来的风,3
北京,2023-06-30 11:00:00,33.0,749.5,37,从东南偏南方向吹来的风,2
北京,2023-06-30 08:00:00,27.6,749.9,53,从东北偏北方向吹来的风,2
北京,2023-06-30 05:00:00,22.5,749.4,71,从东南方吹来的风,1
北京,2023-06-30 02:00:00,25.9,748.8,52,从南方吹来的风,2
北京,2023-06-29 23:00:00,27.5,749.5,48,从西南偏南方向吹来的风,2
北京,2023-06-29 20:00:00,31.5,748.5,32,从西南偏南方向吹来的风,2
北京,2023-06-29 17:00:00,35.8,747.8,25,从西南偏南方向吹来的风,3
北京,2023-06-29 14:00:00,35.7,748.9,25,从西南偏南方向吹来的风,2
北京,2023-06-29 11:00:00,31.5,750.7,43,从西南偏西方向吹来的风,2
北京,2023-06-29 08:00:00,26.8,751.5,62,从西北偏西方向吹来的风,1
北京,2023-06-29 05:00:00,20.2,751.1,95,从西北方吹来的风,1
北京,2023-06-29 02:00:00,21.3,750.6,92,无风,0
北京,2023-06-28 23:00:00,22.5,751.4,87,从北方吹来的风,0
北京,2023-06-28 20:00:00,24.6,751.4,75,从东北偏东方向吹来的风,2
北京,2023-06-28 17:00:00,26.7,751.4,68,从东北偏东方向吹来的风,3
北京,2023-06-28 14:00:00,24.4,751.7,78,从东北方吹来的风,2
北京,2023-06-28 11:00:00,21.9,751.7,93,从东北方吹来的风,3
北京,2023-06-28 08:00:00,26.3,751.3,77,从东北偏北方向吹来的风,2
北京,2023-06-28 05:00:00,27.2,751.0,65,从东方吹来的风,2
北京,2023-06-28 02:00:00,29.1,750.6,51,从东南偏南方向吹来的风,2
北京,2023-06-27 23:00:00,30.2,750.9,44,从西南偏南方向吹来的风,2
北京,2023-06-27 20:00:00,33.5,750.2,34,从南方吹来的风,2
北京,2023-06-27 17:00:00,35.7,749.6,28,从西南方吹来的风,4
北京,2023-06-27 14:00:00,35.2,750.1,32,从西南偏南方向吹来的风,3
北京,2023-06-27 11:00:00,31.5,751.3,42,从西南偏南方向吹来的风,2
北京,2023-06-27 08:00:00,26.6,751.7,58,从东南方吹来的风,2
北京,2023-06-27 05:00:00,21.6,750.9,79,从南方吹来的风,1
北京,2023-06-27 02:00:00,23.2,750.4,70,从东北方吹来的风,1
北京,2023-06-26 23:00:00,24.9,750.7,58,从北方吹来的风,0
北京,2023-06-26 20:00:00,26.5,750.7,50,从东北方吹来的风,3
北京,2023-06-26 17:00:00,31.0,750.4,48,从西南偏西方向吹来的风,3
北京,2023-06-26 14:00:00,31.8,750.9,45,从西南偏南方向吹来的风,4
北京,2023-06-26 11:00:00,28.9,753.2,55,从南方吹来的风,2
北京,2023-06-26 08:00:00,25.6,754.2,75,从南方吹来的风,2
北京,2023-06-26 05:00:00,23.5,754.4,83,从东方吹来的风,1
北京,2023-06-26 02:00:00,23.9,754.7,79,从东方吹来的风,1
北京,2023-06-25 23:00:00,25.4,755.8,69,从东南偏东方向吹来的风,2
北京,2023-06-25 20:00:00,27.9,755.4,52,从东南方吹来的风,3
北京,2023-06-25 17:00:00,32.1,754.9,40,从东南偏东方向吹来的风,4
北京,2023-06-25 14:00:00,33.4,755.3,43,从东南方吹来的风,3
北京,2023-06-25 11:00:00,31.5,756.7,49,从东方吹来的风,3
北京,2023-06-25 08:00:00,28.5,757.0,60,从东方吹来的风,3
北京,2023-06-25 05:00:00,26.3,756.1,67,从东方吹来的风,3
北京,2023-06-25 02:00:00,27.7,755.8,55,从东北偏北方向吹来的风,2
北京,2023-06-24 23:00:00,32.3,755.5,31,从东南偏南方向吹来的风,4
北京,2023-06-24 20:00:00,35.3,754.3,20,从南方吹来的风,2
北京,2023-06-24 17:00:00,39.4,753.4,14,从西南偏南方向吹来的风,5
北京,2023-06-24 14:00:00,39.7,754.2,16,从西南偏南方向吹来的风,5
北京,2023-06-24 11:00:00,37.0,755.1,22,从西南偏南方向吹来的风,4
北京,2023-06-24 08:00:00,28.8,755.2,55,从东北偏东方向吹来的风,2
北京,2023-06-24 05:00:00,27.2,754.5,56,从东北偏东方向吹来的风,1
北京,2023-06-24 02:00:00,26.6,754.0,51,从东北偏东方向吹来的风,1
北京,2023-06-23 23:00:00,31.7,754.0,29,从南方吹来的风,1
北京,2023-06-23 20:00:00,35.8,753.0,21,从南方吹来的风,2
北京,2023-06-23 17:00:00,39.6,751.3,17,从西南偏南方向吹来的风,4
北京,2023-06-23 14:00:00,39.1,752.1,23,从西南方吹来的风,5
北京,2023-06-23 11:00:00,35.3,753.6,34,从南方吹来的风,2
北京,2023-06-23 08:00:00,29.1,754.0,54,从东北偏北方向吹来的风,1
北京,2023-06-23 05:00:00,26.5,752.8,41,从东南偏东方向吹来的风,1
北京,2023-06-23 02:00:00,28.8,752.2,32,从南方吹来的风,2
北京,2023-06-22 23:00:00,31.1,752.2,28,从南方吹来的风,1
北京,2023-06-22 20:00:00,35.1,751.3,20,从西南偏南方向吹来的风,2
北京,2023-06-22 17:00:00,40.5,750.6,12,从西南方吹来的风,4
北京,2023-06-22 14:00:00,40.2,751.9,14,从南方吹来的风,3
北京,2023-06-22 11:00:00,36.1,753.3,23,从西南方吹来的风,2
北京,2023-06-22 08:00:00,30.6,753.7,32,从东北方吹来的风,2
北京,2023-06-22 05:00:00,22.8,753.3,53,从东北方吹来的风,1
北京,2023-06-22 02:00:00,25.3,752.9,38,从东北偏东方向吹来的风,1
北京,2023-06-21 23:00:00,28.6,752.4,31,从南方吹来的风,2
北京,2023-06-21 20:00:00,34.1,751.3,20,从西南方吹来的风,2
北京,2023-06-21 17:00:00,38.3,750.9,14,从西南方吹来的风,4
北京,2023-06-21 14:00:00,37.9,752.2,14,从东南方吹来的风,2
北京,2023-06-21 11:00:00,35.1,753.7,18,从西北方吹来的风,3
北京,2023-06-21 08:00:00,29.1,754.3,30,从西北偏北方向吹来的风,2
北京,2023-06-21 05:00:00,19.8,753.9,76,从东北方吹来的风,0
北京,2023-06-21 02:00:00,21.3,753.4,57,从西方吹来的风,1
北京,2023-06-20 23:00:00,24.0,753.3,49,无风,0
北京,2023-06-20 20:00:00,29.0,750.9,44,从西南偏西方向吹来的风,1
北京,2023-06-20 17:00:00,33.3,749.9,34,从西方吹来的风,5
北京,2023-06-20 14:00:00,32.4,750.6,35,从西南偏南方向吹来的风,2
北京,2023-06-20 11:00:00,28.4,751.7,53,从西南方吹来的风,2
北京,2023-06-20 08:00:00,23.7,751.9,73,从西南方吹来的风,1
北京,2023-06-20 05:00:00,21.0,751.9,84,从东北偏东方向吹来的风,1
北京,2023-06-20 02:00:00,21.6,751.9,80,从西南偏西方向吹来的风,1
北京,2023-06-19 23:00:00,21.3,752.3,83,从东南偏东方向吹来的风,1
北京,2023-06-19 20:00:00,21.7,752.2,83,从东北偏东方向吹来的风,2
北京,2023-06-19 17:00:00,22.4,751.8,76,从东北偏东方向吹来的风,1
北京,2023-06-19 14:00:00,22.3,752.2,76,从西南偏西方向吹来的风,3
北京,2023-06-19 11:00:00,27.2,752.3,63,从东方吹来的风,3
北京,2023-06-19 08:00:00,25.3,752.5,71,从东北偏东方向吹来的风,2
北京,2023-06-19 05:00:00,25.4,752.4,65,从东方吹来的风,2
北京,2023-06-19 02:00:00,26.9,752.9,59,从东方吹来的风,2
北京,2023-06-18 23:00:00,28.5,753.4,52,从东南方吹来的风,2
北京,2023-06-18 20:00:00,30.6,753.0,54,从东南方吹来的风,3
北京,2023-06-18 17:00:00,33.4,752.9,40,从西南偏南方向吹来的风,3
北京,2023-06-18 14:00:00,33.9,754.3,33,从东南偏南方向吹来的风,2
北京,2023-06-18 08:00:00,25.9,756.1,64,从东方吹来的风,3
北京,2023-06-18 05:00:00,23.3,756.4,70,从东北偏东方向吹来的风,3
北京,2023-06-18 02:00:00,24.1,756.3,66,从东北偏东方向吹来的风,3
北京,2023-06-17 23:00:00,26.7,756.4,62,从东方吹来的风,3
北京,2023-06-17 20:00:00,30.8,754.9,45,从东南偏东方向吹来的风,3
北京,2023-06-17 17:00:00,36.4,754.0,30,从东南方吹来的风,4
北京,2023-06-17 14:00:00,37.2,754.8,26,从东南偏东方向吹来的风,3
北京,2023-06-17 11:00:00,36.0,756.1,29,从西方吹来的风,1
北京,2023-06-17 08:00:00,31.3,756.2,38,从东南偏东方向吹来的风,1
北京,2023-06-17 05:00:00,26.1,755.6,53,从东北偏东方向吹来的风,1
北京,2023-06-17 02:00:00,27.2,755.5,46,无风,0
北京,2023-06-16 23:00:00,30.7,755.7,34,从西南方吹来的风,1
北京,2023-06-16 20:00:00,34.8,754.3,25,从西南方吹来的风,3
北京,2023-06-16 17:00:00,38.7,753.5,20,从西南方吹来的风,5
北京,2023-06-16 14:00:00,38.8,754.3,24,从西南偏南方向吹来的风,5
北京,2023-06-16 11:00:00,33.0,755.4,41,从东南偏东方向吹来的风,2
北京,2023-06-16 08:00:00,27.5,755.4,55,从东方吹来的风,2
北京,2023-06-16 05:00:00,24.3,754.2,64,从东北方吹来的风,1
北京,2023-06-16 02:00:00,25.8,753.7,59,从东北方吹来的风,2
北京,2023-06-15 23:00:00,28.8,753.2,51,从东方吹来的风,2
北京,2023-06-15 20:00:00,34.2,751.5,31,从东南方吹来的风,1
北京,2023-06-15 17:00:00,37.6,750.9,25,从南方吹来的风,3
北京,2023-06-15 14:00:00,35.3,752.0,31,从南方吹来的风,2
北京,2023-06-15 08:00:00,25.1,754.2,57,从东北偏东方向吹来的风,3
北京,2023-06-15 05:00:00,22.5,753.8,63,从东方吹来的风,2
北京,2023-06-15 02:00:00,23.8,753.4,66,从东北方吹来的风,2
北京,2023-06-14 23:00:00,27.1,752.8,50,从东南偏东方向吹来的风,2
北京,2023-06-14 20:00:00,33.2,751.2,28,从东南偏南方向吹来的风,2
北京,2023-06-14 17:00:00,35.9,750.7,23,从南方吹来的风,3
北京,2023-06-14 14:00:00,34.6,752.1,28,从南方吹来的风,3
北京,2023-06-14 11:00:00,30.1,753.8,38,从东南偏东方向吹来的风,2
北京,2023-06-14 08:00:00,24.0,754.6,56,从西南方吹来的风,1
北京,2023-06-14 05:00:00,20.4,754.2,79,从东北方吹来的风,2
北京,2023-06-14 02:00:00,23.8,753.5,50,从东南偏东方向吹来的风,2
北京,2023-06-13 23:00:00,26.8,753.2,39,从南方吹来的风,2
北京,2023-06-13 20:00:00,29.7,751.9,32,从西南偏南方向吹来的风,3
北京,2023-06-13 17:00:00,32.8,751.1,25,从南方吹来的风,3
北京,2023-06-13 14:00:00,32.5,752.3,24,从南方吹来的风,2
北京,2023-06-13 11:00:00,29.9,754.0,30,从东北偏北方向吹来的风,2
北京,2023-06-13 08:00:00,25.0,754.6,43,从东北偏北方向吹来的风,2
北京,2023-06-13 05:00:00,17.3,753.8,72,从东北偏北方向吹来的风,1
北京,2023-06-13 02:00:00,19.3,754.0,63,从北方吹来的风,0
北京,2023-06-12 23:00:00,24.1,754.1,42,从东方吹来的风,1
北京,2023-06-12 20:00:00,28.0,753.5,29,从东北方吹来的风,3
北京,2023-06-12 17:00:00,30.2,752.3,24,从东北方吹来的风,4
北京,2023-06-12 14:00:00,29.6,753.1,25,从东北方吹来的风,1
北京,2023-06-12 11:00:00,27.4,754.9,33,从西方吹来的风,2
北京,2023-06-12 08:00:00,23.5,755.7,59,从东北方吹来的风,1
北京,2023-06-12 05:00:00,19.6,755.7,79,从东方吹来的风,1
北京,2023-06-12 02:00:00,20.4,755.7,73,从北方吹来的风,1
北京,2023-06-11 23:00:00,21.8,755.2,64,从东南偏东方向吹来的风,4
北京,2023-06-11 20:00:00,24.3,753.8,46,从东北偏东方向吹来的风,1
北京,2023-06-11 17:00:00,22.0,753.7,57,从东北偏北方向吹来的风,5
北京,2023-06-11 14:00:00,29.2,752.8,25,从东北偏北方向吹来的风,1
北京,2023-06-11 11:00:00,26.5,754.4,33,从西北偏北方向吹来的风,1
北京,2023-06-11 08:00:00,23.3,754.9,41,从东北方吹来的风,2
北京,2023-06-11 05:00:00,19.3,754.3,64,无风,0
北京,2023-06-11 02:00:00,19.8,754.2,57,从东北方吹来的风,1
北京,2023-06-10 23:00:00,22.6,754.0,56,从东方吹来的风,3
北京,2023-06-10 20:00:00,26.5,752.1,30,从南方吹来的风,1
北京,2023-06-10 17:00:00,28.5,751.3,23,从东北偏东方向吹来的风,2
北京,2023-06-10 14:00:00,30.1,751.3,20,从东北方吹来的风,3
北京,2023-06-10 11:00:00,28.0,752.1,25,从东北方吹来的风,4
北京,2023-06-10 08:00:00,25.6,752.4,29,从东北方吹来的风,3
北京,2023-06-10 05:00:00,22.2,751.2,34,从东北偏北方向吹来的风,2
北京,2023-06-10 02:00:00,22.9,750.8,33,从东南偏东方向吹来的风,1
北京,2023-06-09 23:00:00,24.8,749.8,32,从西南偏西方向吹来的风,0
北京,2023-06-09 20:00:00,27.0,748.8,22,从东北偏东方向吹来的风,1
北京,2023-06-09 17:00:00,32.6,748.6,14,从北方吹来的风,3
北京,2023-06-09 14:00:00,32.1,749.2,14,从西方吹来的风,3
北京,2023-06-09 11:00:00,31.5,749.9,15,从西北偏北方向吹来的风,3
北京,2023-06-09 08:00:00,29.5,749.9,18,从西北方吹来的风,1
北京,2023-06-09 05:00:00,18.1,749.5,41,从西北偏西方向吹来的风,1
北京,2023-06-09 02:00:00,18.7,749.8,42,从北方吹来的风,1
北京,2023-06-08 23:00:00,22.5,749.9,28,从东方吹来的风,1
北京,2023-06-08 20:00:00,31.4,749.4,10,从西北偏北方向吹来的风,1
北京,2023-06-08 17:00:00,30.9,749.0,22,从西南方吹来的风,3
北京,2023-06-08 14:00:00,31.4,750.2,19,从西南偏西方向吹来的风,3
北京,2023-06-08 11:00:00,29.9,751.9,18,从南方吹来的风,4
北京,2023-06-08 08:00:00,27.8,753.2,14,从东北方吹来的风,2
北京,2023-06-08 05:00:00,17.3,753.0,37,从东北偏北方向吹来的风,1
北京,2023-06-08 02:00:00,20.1,752.3,30,从北方吹来的风,0
北京,2023-06-07 23:00:00,30.2,751.2,12,从北方吹来的风,4
北京,2023-06-07 20:00:00,27.9,748.6,41,从东北方吹来的风,1
北京,2023-06-07 17:00:00,30.8,746.2,30,从西南偏南方向吹来的风,2
北京,2023-06-07 14:00:00,35.6,747.2,15,从西北方吹来的风,4
北京,2023-06-07 11:00:00,33.4,748.6,24,从东南偏南方向吹来的风,2
北京,2023-06-07 08:00:00,27.4,749.8,39,从东北方吹来的风,2
北京,2023-06-07 05:00:00,22.8,750.1,48,从西北偏北方向吹来的风,1
北京,2023-06-07 02:00:00,24.4,750.0,40,从西南偏南方向吹来的风,2
北京,2023-06-06 23:00:00,27.0,750.9,31,从西南偏南方向吹来的风,2
北京,2023-06-06 20:00:00,30.2,750.7,22,从西南方吹来的风,3
北京,2023-06-06 17:00:00,34.3,750.7,16,从西南方吹来的风,5
北京,2023-06-06 14:00:00,34.2,752.2,14,从西南偏南方向吹来的风,4
北京,2023-06-06 11:00:00,31.5,754.0,17,从北方吹来的风,3
北京,2023-06-06 08:00:00,28.7,755.0,22,从东北偏北方向吹来的风,2
北京,2023-06-06 05:00:00,24.6,754.5,26,从东北偏北方向吹来的风,1
北京,2023-06-06 02:00:00,28.4,753.2,18,从北方吹来的风,2
北京,2023-06-05 23:00:00,28.1,752.9,33,从西南偏西方向吹来的风,2
北京,2023-06-05 20:00:00,31.7,751.6,23,从西南方吹来的风,3
北京,2023-06-05 17:00:00,35.5,751.2,21,从西南偏西方向吹来的风,4
